PIN,Line#,Ngrhd,TypeDescr,MethodDescr,Acres,SqrFt,ActFrnt,EffFrnt,EffDpth,Cat,Value,ValMethod,SoilID,SiteRating,LandUnit,System,lrsn
09N02W260600,3,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,37.44,0,0,0,0,05,1348,Cost,,GC,AC,PV,13679
09N03W240000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,80,0,0,0,0,05,4800,Cost,,GA,AC,PV,13782
09N03W063600,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,112.96,0,0,0,0,05,5535,Cost,,GB,AC,PV,13707
09N04W209000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,14.04,0,0,0,0,05,505,Cost,,GC,AC,PV,13855
09N03W183000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,33.82,0,0,0,0,05,2029,Cost,,GA,AC,PV,13750
05N04W013600,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,39.62,0,0,0,0,05,1941,Cost,,GB,AC,PV,14693
08N02W318400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,80,0,0,0,0,05,2880,Cost,,GC,AC,PV,703047
09N05W360000,3,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,4.64,0,0,0,0,05,167,Cost,,GC,AC,PV,14699
06N05W036000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,32.76,0,0,0,0,05,1966,Cost,,GA,AC,PV,10308
08N03W294800,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,87.28,0,0,0,0,05,3142,Cost,,GC,AC,PV,12333
07N03W057200,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,42.24,0,0,0,0,05,2070,Cost,,GB,AC,PV,10493
06N05W112552,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,90,0,0,0,0,05,5400,Cost,,GA,AC,PV,702447
09N03W222550,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,23.89,0,0,0,0,05,1171,Cost,,GB,AC,PV,13776
08N04W087200,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,54.9,0,0,0,0,05,3294,Cost,,GA,AC,PV,12389
09N04W236000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,20.96,0,0,0,0,05,1027,Cost,,GB,AC,PV,13860
09N05W367200,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,140.16,0,0,0,0,05,6868,Cost,,GB,AC,PV,14714
09N04W270600,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,292.16,0,0,0,0,05,17530,Cost,,GA,AC,PV,13878
01980024000C,1,11050,Grazing Land / Rangeland,33  Per Acre (by site rat,3.59,156380,0,0,0,05,215,Cost,,GA,AC,PV,704776
09N02W079000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,87.99,0,0,0,0,05,3168,Cost,,GC,AC,PV,13662
09N03W237800,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,40,0,0,0,0,05,2400,Cost,,GA,AC,PV,21237
06N05W104650,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,83,0,0,0,0,05,4980,Cost,,GA,AC,PV,10398
09N02W202400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,80,0,0,0,0,05,4800,Cost,,GA,AC,PV,13674
08N02W202400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,153.76,0,0,0,0,05,7534,Cost,,GB,AC,PV,703046
08N03W158400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,26.16,0,0,0,0,05,1282,Cost,,GB,AC,PV,21655
08N02W140000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,24.8,0,0,0,0,05,1215,Cost,,GB,AC,PV,12252
09N03W218400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,67.92,0,0,0,0,05,4075,Cost,,GA,AC,PV,13774
09N03W080000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,139.92,0,0,0,0,05,5037,Cost,,GC,AC,PV,13713
08N04W024801,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,205.46,0,0,0,0,05,12328,Cost,,GA,AC,PV,701458
08N03W246000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,58,0,0,0,0,05,2842,Cost,,GB,AC,PV,21653
05N04W037200,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,160,0,0,0,0,05,7840,Cost,,GB,AC,PV,702060
08N03W193020,3,71120,Road Right of Way, 3  Per Acre,2.53,0,0,0,0,19,0,Cost,,,AC,PV,12310
08N03W280600,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,405,0,0,0,0,05,19845,Cost,,GB,AC,PV,12331
09N04W170000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,367.8,0,0,0,0,05,22068,Cost,,GA,AC,PV,13851
07N03W326441,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,17,0,0,0,0,05,833,Cost,,GB,AC,PV,16793
08N04W010000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,157.06,0,0,0,0,05,5654,Cost,,GC,AC,PV,12350
08N03W187191,2,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,4.22,0,0,0,0,05,253,Cost,,GA,AC,PV,703901
09N03W222550,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,8.11,0,0,0,0,05,487,Cost,,GA,AC,PV,13776
09N04W013000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,14.04,0,0,0,0,05,842,Cost,,GA,AC,PV,13826
09N02W212400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,80,0,0,0,0,05,4800,Cost,,GA,AC,PV,13676
08N04W023020,2,71120,Road Right of Way, 3  Per Acre,0.52,0,0,0,0,19,0,Cost,,,AC,PV,12357
08N03W301101,2,71120,Road Right of Way, 3  Per Acre,1.98,0,0,0,0,19,0,Cost,,,AC,PV,703903
08N04W040000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,346.23,0,0,0,0,05,16965,Cost,,GB,AC,PV,12366
09N01W280600,2,71070,Grazing Land / Rangeland,33  Per Acre (by site rat,20.17,0,0,0,0,05,988,Cost,,GB,AC,PV,13652
09N04W257360,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,2.21,0,0,0,0,05,108,Cost,,GB,AC,PV,13868
08N03W223000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,10.84,0,0,0,0,05,390,Cost,,GC,AC,PV,21656
08N03W350000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,140,0,0,0,0,05,5040,Cost,,GC,AC,PV,12348
08N03W150000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,149.44,0,0,0,0,05,7323,Cost,,GB,AC,PV,12300
09N02W260600,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,270.72,0,0,0,0,05,13265,Cost,,GB,AC,PV,13679
05N04W035400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,40.13,0,0,0,0,05,1966,Cost,,GB,AC,PV,702062
09N04W216000,3,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,81.76,0,0,0,0,05,2943,Cost,,GC,AC,PV,13857
09N04W126600,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,23.88,0,0,0,0,05,860,Cost,,GC,AC,PV,13845
06N04W258040,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,13,0,0,0,0,05,637,Cost,,GB,AC,PV,10232
09N03W210100,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,24.23,0,0,0,0,05,1454,Cost,,GA,AC,PV,13770
06N04W041200,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,101.8,0,0,0,0,05,4988,Cost,,GB,AC,PV,10159
09N03W143000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,44,0,0,0,0,05,2156,Cost,,GB,AC,PV,13736
06N05W223151,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,20.84,0,0,0,0,05,1250,Cost,,GA,AC,PV,14989
09N04W252400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,54.72,0,0,0,0,05,3283,Cost,,GA,AC,PV,13869
08N03W222400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,192.6,0,0,0,0,05,9437,Cost,,GB,AC,PV,21658
07N04W205400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,30.8065,1341931,0,0,0,05,1848,Cost,,GA,AC,PV,11313
08N03W294800,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,69.69,0,0,0,0,05,3415,Cost,,GB,AC,PV,12333
06N05W104020,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,18,0,0,0,0,01,1080,Cost,,GA,AC,PV,10394
06N05W035120,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,9.7,0,0,0,0,05,582,Cost,,GA,AC,PV,10309
06N05W035400,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,34.5,0,0,0,0,05,2070,Cost,,GA,AC,PV,10310
07N04W203980,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,0.5415,23588,0,0,0,05,32,Cost,,GA,AC,PV,11314
08N03W220000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,33.04,0,0,0,0,05,1619,Cost,,GB,AC,PV,12316
07N03W050000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,16.72,0,0,0,0,05,1003,Cost,,GA,AC,PV,702007
08N03W055400,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,10.08,0,0,0,0,05,494,Cost,,GB,AC,PV,12280
09N05W127200,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,48.44,0,0,0,0,05,1744,Cost,,GC,AC,PV,14068
09N03W135550,2,71120,Road Right of Way, 3  Per Acre,0.85,0,0,0,0,19,0,Cost,,,AC,PV,13730
09N04W254841,3,71040,Road Right of Way, 3  Per Acre,0.06,0,0,0,0,19,0,Cost,,,AC,PV,702816
07N04W345700,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,12.503,544631,0,0,0,05,613,Cost,,GB,AC,PV,11477
06N03W057220,2,71120,Road Right of Way, 3  Per Acre,2.96,0,0,0,0,19,0,Cost,,,AC,PV,10023
07N03W080000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,13,0,0,0,0,05,637,Cost,,GB,AC,PV,21301
09N04W309000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,19.08,0,0,0,0,05,687,Cost,,GC,AC,PV,13883
09N04W351601,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,4.1,0,0,0,0,05,148,Cost,,GC,AC,PV,21169
09N02W080000,2,71070,Grazing Land / Rangeland,33  Per Acre (by site rat,188.32,0,0,0,0,05,6780,Cost,,GC,AC,PV,13663
08N02W087200,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,21.84,0,0,0,0,05,786,Cost,,GC,AC,PV,12244
09N05W241200,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,279.68,0,0,0,0,05,16781,Cost,,GA,AC,PV,14162
07N05W356620,1,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,20,0,0,0,0,05,1200,Cost,,GA,AC,PV,12165
09N02W280000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,115.45,0,0,0,0,05,5657,Cost,,GB,AC,PV,13682
09N04W303600,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,124.86,0,0,0,0,05,4495,Cost,,GC,AC,PV,13882
09N02W200600,4,71120,Road Right of Way, 3  Per Acre,7.9,0,0,0,0,19,0,Cost,,,AC,PV,13673
09N04W321200,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,193.68,0,0,0,0,05,9490,Cost,,GB,AC,PV,13889
08N04W234800,3,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,19.84,0,0,0,0,05,714,Cost,,GC,AC,PV,12474
08N03W170000,3,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,136.63,0,0,0,0,05,4919,Cost,,GC,AC,PV,12305
09N02W200000,1,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,64.72,0,0,0,0,05,3883,Cost,,GA,AC,PV,13672
09N04W133000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,52.8,0,0,0,0,05,1901,Cost,,GC,AC,PV,13847
09N01W186000,2,71120,Grazing Land / Rangeland,33  Per Acre (by site rat,23.83,0,0,0,0,05,858,Cost,,GC,AC,PV,13649
06N04W241922,1,63060,Rural Undeveloped,49  User Definable Land F,7.73,0,0,0,0,13,54550,Cost,,5B,AC,PV,20771
08N05W142431,1,13019,Rural Undeveloped,49  User Definable Land F,14,0,0,0,0,13,126000,Cost,,,AC,PV,702834
07N04W027651,1,51029,Hunting Preserve, 3  Per Acre,25.93,0,0,0,0,02,7234,Cost,,5B,AC,PV,702542
08N05W142431,3,13019,Road Right of Way, 3  Per Acre,17.29,0,0,0,0,19,0,Cost,,,AC,PV,702834
08N05W142431,2,13019,Grazing Land / Rangeland,33  Per Acre (by site rat,32.36,0,0,0,0,05,162,Cost,,63,AC,PV,702834
08N05W277880,2,30140,Road Right of Way, 3  Per Acre,0.06,0,0,0,0,19,0,Cost,,,AC,PV,13342
07N05W024012,1,30140,Primary Commercial/Indust,33  Per Acre (by site rat,0.05,0,0,0,0,13,767,Cost,,AV,AC,PV,21512
08N05W144350,1,13019,Rural Undeveloped,49  User Definable Land F,10.95,0,0,0,0,13,113100,Cost,,,AC,PV,14766
08N05W144350,3,13019,Road Right of Way, 3  Per Acre,2.4,0,0,0,0,19,0,Cost,,,AC,PV,14766
08N05W144350,2,13019,Grazing Land / Rangeland,33  Per Acre (by site rat,24.66,0,0,0,0,13,123,Cost,,63,AC,PV,14766
09N05W338720,1,10030,Primary Commercial/Indust,33  Per Acre (by site rat,4.08,0,0,0,0,13,36059,Cost,,G,AC,PV,819
08N05W367960,1,33030,Rural Undeveloped,49  User Definable Land F,4.48,0,0,0,0,13,38700,Cost,,,AC,PV,13416
07N05W154860,1,33030,Rural Undeveloped,49  User Definable Land F,49.41,0,0,0,0,13,174800,Cost,,AV,AC,PV,14742
08N05W277880,1,30140,Primary Commercial/Indust,33  Per Acre (by site rat,4.1,181209,0,0,0,13,76551,Cost,,G,AC,PV,13342
07N05W154243,1,33030,Rural Undeveloped,49  User Definable Land F,28.47,0,0,0,0,13,247300,Cost,,,AC,PV,21516
08N05W141351,2,13019,Grazing Land / Rangeland,33  Per Acre (by site rat,10.59,0,0,0,0,05,53,Cost,,63,AC,PV,700761
06N05W136600,1,61060,Primary Commercial/Indust,33  Per Acre (by site rat,40,0,0,0,0,13,20000,Cost,,AV,AC,PV,21300
08N05W144811,1,13010,Grazing Land / Rangeland,33  Per Acre (by site rat,2.93,0,0,0,0,05,15,Cost,,63,AC,PV,702835
06N04W241922,2,63060,Split Overide,46  User Override Rate Pe,0,0,0,0,0,13,25000,Cost,,,AC,PV,20771
07N05W023950,1,33030,Rural Undeveloped,49  User Definable Land F,0.55,23958,0,0,0,13,20700,Cost,,,AC,PV,11584
07N04W028300,1,51029,Hunting Preserve, 3  Per Acre,12.51,0,0,0,0,02,3490,Cost,,5B,AC,PV,704489
01520034000A,1,13010,Residential Excess Acreag,49  User Definable Land F,5.9,0,0,0,0,13,45000,Cost,,AV,AC,PV,14513
08N05W141351,1,13019,Rural Undeveloped,49  User Definable Land F,7.58,0,0,0,0,12,96100,Cost,,5C,AC,PV,700761
07N04W027651,2,51029,Rural Commercial,49  User Definable Land F,9,0,0,0,0,13,98100,Cost,,,AC,PV,702542
07N04W238490,1,61030,Feed Lot,33  Per Acre (by site rat,3,130680,0,0,0,13,900,Cost,,AV,AC,PV,11382
07N03W200980,1,53050,Residential Excess Acreag,49  User Definable Land F,1.17,0,0,0,0,12,12280,Cost,,,AC,PV,10586
06N04W350602,2,63060,Residential Excess Acreag,49  User Definable Land F,14.05,0,0,0,0,12,67750,Cost,,,AC,PV,16950
07N04W172401,1,53050,Homesite,33  Per Acre (by site rat,1,0,0,0,0,12H,46050,Cost,,AV,AC,PV,16677
01740000001A,1,12740,Rural Res Less Than 1 Ac.,49  User Definable Land F,0.92,0,0,0,0,15H,14350,Cost,,,AC,PV,14203
08N05W057640,1,23029,Rural Undeveloped,49  User Definable Land F,2.45,0,0,0,0,12,53000,Cost,,,AC,PV,12800
08N05W146162,1,33030,Residential Excess Acreag,49  User Definable Land F,3.69,0,0,0,0,12,19096,Cost,,,AC,PV,701856
01770010000A,1,12770,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,42000,Cost,,F,AC,PV,14425
01770007000B,2,12770,Residential Excess Acreag,49  User Definable Land F,6.8,0,0,0,0,15,39750,Cost,,,AC,PV,14417
03020000008A,1,32020,City  Lot,32  Site Value (lump sum,1,43569,0,0,0,15H,34400,Cost,,G,AC,PV,13458
08N05W232571,1,33030,Rural Undeveloped,49  User Definable Land F,0.9083,39566,0,0,0,12,28400,Cost,,,AC,PV,16868
P1470017008A,1,10020,City  Lot,29  Per Square Foot (brea,0.0999,4350,30,30,145,20H,12098,Cost,,P,AC,PV,3164
08N05W232690,1,33030,Rural Undeveloped,49  User Definable Land F,0.7308,31834,0,0,0,12,24800,Cost,,,AC,PV,704912
08N05W243552,1,33030,Rural Undeveloped,49  User Definable Land F,1.95,0,0,0,0,12,34425,Cost,,,AC,PV,20403
07N05W287580,1,43040,Residential Excess Acreag,49  User Definable Land F,4.51,0,0,0,0,12,46784,Cost,,,AC,PV,12086
063000000050,1,63060,Rural Undeveloped,49  User Definable Land F,1,0,0,0,0,15,30200,Cost,,,AC,PV,21051
048550010090,1,43040,Rural Undeveloped,49  User Definable Land F,2.46,0,0,0,0,15,53100,Cost,,,AC,PV,14940
04350001001A,3,43040,Road Right of Way, 3  Per Acre,1.01,0,0,0,0,19,0,Cost,,,AC,PV,704765
017400000080,1,12740,Homesite,49  User Definable Land F,0.93,0,0,0,0,15H,44700,Cost,,,AC,PV,14210
034000020040,1,32400,Homesite,32  Site Value (lump sum,0.45,0,0,0,0,15H,70200,Cost,,EX,AC,PV,13440
013700090000,2,10040,Residential Excess Acreag,49  User Definable Land F,0.56,24393,0,0,0,15,9500,Cost,,,AC,PV,14597
069000030090,1,63060,Homesite,33  Per Acre (by site rat,1,43560,0,0,0,15H,46050,Cost,,AV,AC,PV,10668
017750000050,1,12800,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,21980
034000030000,1,33030,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,32235,Cost,,AV,AC,PV,13448
069000020150,2,63060,Excess Acreage, 2  Site Value (lump sum,0.02,712,0,0,0,15,1,Cost,,,AC,PV,10654
069000030080,1,63060,Homesite,33  Per Acre (by site rat,1,43560,0,0,0,15H,46050,Cost,,AV,AC,PV,10667
031800030080,1,32180,Homesite,49  User Definable Land F,0.53,0,0,0,0,15H,36100,Cost,,AV,AC,PV,13541
030610000010,1,32060,Homesite,49  User Definable Land F,1,43560,0,0,0,15H,46000,Cost,,,AC,PV,11685
032500010040,1,33030,Rural Undeveloped,49  User Definable Land F,3.08,0,0,0,0,15H,61200,Cost,,,AC,PV,703266
016400000010,1,13010,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,55200,Cost,,AV,AC,PV,14194
032500020010,2,33030,Residential Excess Acreag,49  User Definable Land F,1.41,0,0,0,0,15,22300,Cost,,,AC,PV,703267
03460002016A,1,42420,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,11813
063000000070,1,63060,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,21053
057200010020,2,53050,Residential Excess Acreag,49  User Definable Land F,0.19,0,0,0,0,15,3500,Cost,,,AC,PV,10810
033800000050,1,33030,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,12565
033800000040,2,33030,Residential Excess Acreag,49  User Definable Land F,0.24,0,0,0,0,15,4400,Cost,,,AC,PV,12561
044100010090,1,42400,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,11934
060500010040,1,62920,Homesite,33  Per Acre (by site rat,1,0,0,460,300,15H,63300,Cost,,AV,AC,PV,702292
044000000060,1,42400,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,11850
031800020050,1,32180,Homesite,49  User Definable Land F,0.33,14414,0,0,0,15H,30900,Cost,,AV,AC,PV,13538
069000050010,2,63060,Excess Acreage, 2  Site Value (lump sum,0.2,8786,0,0,0,15,1,Cost,,VG,AC,PV,10675
010200010050,1,12020,Homesite,49  User Definable Land F,0.436,0,115,115,165,15H,33800,Cost,,,AC,PV,14434
034600020040,1,42420,Homesite,49  User Definable Land F,0.98,0,0,0,0,15H,42100,Cost,,AV,AC,PV,11801
035600020140,1,32560,Homesite,32  Site Value (lump sum,0.45,19818,0,0,0,15H,49000,Cost,,G,AC,PV,13498
03400002001A,1,32400,Homesite,32  Site Value (lump sum,0.95,0,0,0,0,15H,70200,Cost,,EX,AC,PV,13439
031400000010,2,32140,Residential Excess Acreag,49  User Definable Land F,0.07,0,0,0,0,15,1300,Cost,,,AC,PV,13042
01770002000B,2,12770,Residential Excess Acreag,49  User Definable Land F,0.92,0,0,0,0,15,15300,Cost,,,AC,PV,14412
069100070190,1,63060,Homesite,49  User Definable Land F,0.58,25230,0,0,0,15H,37300,Cost,,AV,AC,PV,10717
0605100306A0,1,62920,Residential Excess Acreag,49  User Definable Land F,2.01,0,0,150,1000,15,41400,Cost,,,AC,PV,702304
046500000020,2,43040,Residential Excess Acreag,49  User Definable Land F,1.5,0,0,0,0,15,23500,Cost,,,AC,PV,20653
067000000030,2,63060,Residential Excess Acreag,49  User Definable Land F,0.78,0,0,0,0,15,13200,Cost,,,AC,PV,701521
010100000140,1,12010,Homesite,49  User Definable Land F,0.92,0,0,0,0,15H,40600,Cost,,,AC,PV,14041
018900010170,1,13010,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,55200,Cost,,AV,AC,PV,14234
041000000030,2,43040,Residential Excess Acreag,49  User Definable Land F,0.1,0,0,0,0,15,8378,Cost,,,AC,PV,11908
069000050070,1,63060,Homesite,33  Per Acre (by site rat,1,43560,0,0,0,15H,46050,Cost,,AV,AC,PV,10681
017750000070,2,12800,Residential Excess Acreag,49  User Definable Land F,0.67,0,0,0,0,15,11900,Cost,,,AC,PV,21982
041000000070,1,43040,Homesite,33  Per Acre (by site rat,1,0,0,0,0,15H,46050,Cost,,AV,AC,PV,11905
014000010050,1,12400,Homesite,49  User Definable Land F,0.79,0,0,0,0,15H,38400,Cost,,G,AC,PV,12704
069000020180,1,63060,Homesite,33  Per Acre (by site rat,1,43560,0,0,0,15H,46050,Cost,,AV,AC,PV,10657
035600010080,1,32560,Homesite,32  Site Value (lump sum,0.29,12825,0,95,135,15H,31000,Cost,,AV,AC,PV,13481
013400110000,2,12340,Residential Excess Acreag,49  User Definable Land F,1,43582,0,0,0,15,16500,Cost,,,AC,PV,16142
035600010030,1,32560,Homesite,32  Site Value (lump sum,0.29,12825,0,95,135,15H,31000,Cost,,AV,AC,PV,13476
01010000006B,2,12010,Residential Excess Acreag,49  User Definable Land F,0.62,0,0,0,0,15,10700,Cost,,,AC,PV,14033
033800000080,2,33030,Residential Excess Acreag,49  User Definable Land F,0.14,0,0,0,0,15,7100,Cost,,,AC,PV,12563
018900010170,2,13010,Excess Acreage, 2  Site Value (lump sum,0.35,0,0,0,0,15,1,Cost,,AV,AC,PV,14234
06N05W026000,4,61060,Road Right of Way, 3  Per Acre,1.04,0,0,0,0,19,0,Cost,,,AC,PV,10298
08N05W054202,1,11109,Grazing Land / Rangeland,33  Per Acre (by site rat,34.57,0,0,0,0,04,22574,Cost,,5C,AC,PV,20669
09N03W136000,1,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,24.8,0,0,0,0,02,24056,Cost,,5A,AC,PV,13733
07N03W200200,1,51110,Grazing Land / Rangeland,33  Per Acre (by site rat,6.5,0,0,0,0,02,4245,Cost,,5C,AC,PV,704375
03360018000C,1,51010,Grazing Land / Rangeland,33  Per Acre (by site rat,3.09,0,0,0,0,02,2419,Cost,,5B,AC,PV,702076
01940046000B,2,11050,Road Right of Way, 3  Per Acre,0.65,0,0,0,0,19,0,Cost,,,AC,PV,14656
07N04W085560,2,51010,Road Right of Way, 3  Per Acre,0.015,653,0,0,0,19,0,Cost,,,AC,PV,10978
07N03W200730,2,51110,Road Right of Way, 3  Per Acre,0.14,0,0,0,0,19,0,Cost,,,AC,PV,10587
08N05W080020,2,11100,Road Right of Way, 3  Per Acre,0.09,0,0,0,0,19,0,Cost,,,AC,PV,12809
07020000000K,1,11109,Grazing Land / Rangeland,33  Per Acre (by site rat,4.32,0,0,0,0,02,4056,Cost,,5B,AC,PV,703262
07N03W174211,3,51119,Road Right of Way, 3  Per Acre,1.23,0,0,0,0,19,0,Cost,,63,AC,PV,21320
06N03W050021,4,61030,Road Right of Way, 3  Per Acre,3.01,0,0,0,0,19,0,Cost,,,AC,PV,20027
08N05W052551,2,11109,Road Right of Way, 3  Per Acre,0.36,0,0,0,0,19,0,Cost,,,AC,PV,20754
07N04W147041,2,51010,Road Right of Way, 3  Per Acre,0.3178,13843,0,0,0,19,0,Cost,,,AC,PV,701688
06N03W199050,2,61030,Grazing Land / Rangeland,33  Per Acre (by site rat,1.89,0,0,0,0,05,113,Cost,,GA,AC,PV,703394
09N05W320120,1,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,12.53,0,0,0,0,02,8182,Cost,,5C,AC,PV,14286
09N04W360601,2,71040,Grazing Land / Rangeland,33  Per Acre (by site rat,13.7,0,0,0,0,05,822,Cost,,GA,AC,PV,16561
09N03W145400,4,71040,Road Right of Way, 3  Per Acre,0.51,0,0,0,0,19,0,Cost,,,AC,PV,13739
08N05W044660,1,11109,Grazing Land / Rangeland,33  Per Acre (by site rat,4,0,0,0,0,02,2612,Cost,,5C,AC,PV,14822
07020000000J,3,11109,Grazing Land / Rangeland,33  Per Acre (by site rat,115.67,0,0,0,0,05,4164,Cost,,GC,AC,PV,703034
06N03W320041,3,61030,Road Right of Way, 3  Per Acre,4.01,0,0,0,0,19,0,Cost,,,AC,PV,20110
08N05W230660,1,51010,Grazing Land / Rangeland,33  Per Acre (by site rat,2,0,0,0,0,02,1566,Cost,,5B,AC,PV,13120
07N03W177151,1,51020,Grazing Land / Rangeland,33  Per Acre (by site rat,0.1,0,0,0,0,02,53,Cost,,5C,AC,PV,702175
09N05W320150,2,11100,Grazing Land / Rangeland,33  Per Acre (by site rat,71.75,0,0,0,0,02,46853,Cost,,5C,AC,PV,14300
07N03W202420,2,51110,Road Right of Way, 3  Per Acre,1.12,0,0,0,0,19,0,Cost,,,AC,PV,10590
09N05W363041,1,99010,Exempt Land, 3  Per Acre,26.6087,1159075,0,0,0,81L,0,Cost,,,AC,PV,701741
P1230001001B,1,99030,Exempt Land, 3  Per Acre,0.083,0,0,0,0,81L,0,Cost,,,AC,PV,2607
07N03W329995,1,99010,Exempt Land, 3  Per Acre,1.76,0,0,0,0,81L,0,Cost,,,AC,PV,20457
N5480010003C,1,99010,Exempt Land, 3  Per Acre,0.02,1080,10,10,108,81L,0,Cost,,VG,AC,PV,20156
08N04W280020,1,99010,Exempt Land, 3  Per Acre,80,0,0,0,0,81L,0,Cost,,,AC,PV,12501
N5480022001A,1,99030,Exempt Land, 3  Per Acre,0.36,15500,100,100,155,81L,0,Cost,,G,AC,PV,2137
